Species Name,C,O,N,S,MolWeight,Henry,"log10VpSIMPOL, 298K","log10VpSIMPOL, 400K",log10Vp_MC298K,log10Vp_MC400K,alkyl OH,aromatic OH,aldehyde,ketone,acid,ROOH,per acid,ester,alkyl ether,alicyclic ether,aromatic ether,peroxide,nitrate,nitro
HM23C4OH,6,2,0,0,118.176,2463.054187,-5.072105358,-1.715284692,-3.193888437,-0.746790525,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OXYMUCOOH,8,6,0,0,204.178,1.86E+13,-9.506181276,-4.924763198,-7.94685381,-3.279539198,1,0,2,0,0,1,0,0,0,1,0,0,0,0
C62NO33CO,6,4,1,0,161.157,3205.128205,-4.532656167,-1.945950398,-4.343563325,-1.397422745,0,0,0,1,0,0,0,0,1,0,0,0,1,0
LIMBCO,10,2,0,0,168.236,45.87155963,-5.653813043,-2.896595791,-4.880011418,-1.679284692,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MTBEAALOOH,5,4,0,0,134.131,19230.76923,-3.903189594,-1.194411303,-4.987566091,-1.685578654,0,0,0,0,0,1,0,1,0,0,0,0,0,0
NC71O2,7,7,1,0,218.141,1.55E+11,-6.621021368,-3.971730759,-6.98997145,-2.807271231,0,0,0,2,0,0,0,0,2,0,0,0,1,0
EOCOCH2O2,4,4,0,0,119.096,6535.947712,-1.743415666,0.126661987,-4.834056326,-1.582161118,0,0,0,0,0,0,0,1,1,0,0,0,0,0
METLMUCCO3,9,5,0,0,199.182,63694267.52,-4.894587529,-2.520438999,-7.062052097,-2.824495138,0,0,0,1,0,0,0,1,0,1,0,0,0,0
C728NO3,7,6,1,0,207.182,990099009.9,-9.707205875,-4.972498946,-6.236332326,-2.41318191,2,0,1,0,0,0,0,0,1,0,0,0,1,0
C43OHCOCHO,6,3,0,0,130.143,43290043.29,-5.144739776,-2.231709386,-4.112779964,-1.234470403,1,0,1,1,0,0,0,0,0,0,0,0,0,0
IPBZMUCCO,9,5,0,0,200.19,1305483029,-8.04373795,-4.63311458,-7.064244387,-2.826687429,1,0,1,2,0,0,0,0,0,1,0,0,0,0
C736OOH,7,4,0,0,158.153,30487804.88,-5.934446084,-2.851899386,-5.451718403,-1.9566917,0,0,1,1,0,1,0,0,0,0,0,0,0,0
C8CO2DCO3H,8,5,0,0,186.163,214592274.7,-6.347922993,-3.273957817,-6.798606366,-2.676148505,0,0,1,1,0,0,1,0,0,0,0,0,0,0
MCOCOMOXO2,4,5,0,0,133.079,15479876.16,-1.497733997,0.155544089,-6.192046457,-2.29614733,0,0,0,1,0,0,0,0,1,0,0,0,0,0
MEKCOOH,4,3,0,0,104.105,23201.85615,-3.2329218,-0.880574574,-3.564773596,-0.908244074,0,0,0,1,0,1,0,0,0,0,0,0,0,0
PPGAOOB,2,5,0,0,106.033,NaN,-2.75576926,-0.439123687,-6.433685914,-2.370460963,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CL12CO3,5,3,0,0,157.96,4385.964912,-0.613655408,0.910841539,-3.943556276,-1.189816237,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NPBFUO,7,6,1,0,204.158,9900.990099,-5.225067492,-2.551293029,-6.229946707,-2.406796291,0,0,0,0,0,0,0,1,1,0,0,0,1,0
HM22C3CO2H,6,3,0,0,132.159,16077170.42,-6.400823357,-2.701280588,-4.119455894,-1.241146333,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C2CL32OH,5,2,0,0,165.403,175131.3485,-3.37376086,-0.575466186,-3.003088247,-0.721598368,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NOPINAO2,9,3,0,0,169.2,204918.0328,-3.68709521,-2.14374675,-5.181559509,-1.833784858,0,0,0,1,0,0,0,0,1,0,0,0,0,0
H13M3C5,6,2,0,0,118.176,2463.054187,-5.072105358,-1.715284692,-3.193888437,-0.746790525,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CH3SCHO,2,1,0,1,76.12,11.70960187,0.993073798,2.174773174,-0.852791263,0.537141544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUT2OLO2,4,3,0,0,105.113,1715265.866,-2.744689914,-0.269480685,-3.568958439,-0.912428917,1,0,0,0,0,0,0,0,1,0,0,0,0,0
CL2OHCH2O2,4,3,0,0,145.949,24330900.24,-1.895517666,0.300428568,-3.711503131,-1.05497361,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TCE2OH,6,2,0,0,199.848,497512.4378,-3.37376086,-0.575466186,-3.422058957,-0.974961046,2,0,0,0,0,0,0,0,0,0,0,0,0,0
COO2C4CO3,5,5,0,0,147.106,228310.5023,-2.644970737,-0.638044723,-6.250889537,-2.347456635,0,0,0,0,0,0,0,2,0,0,0,0,0,0
TM123OLOH,9,5,0,0,202.206,5405405.405,-9.074202103,-5.564416516,-7.068596046,-2.831039088,3,0,0,0,0,0,0,0,0,0,0,1,0,0
BOX2EOHAO2,6,4,0,0,149.166,110253583.2,-4.299036297,-1.338614864,-5.204828994,-1.818702566,1,0,0,0,0,0,0,0,2,0,0,0,0,0
C4OCCOHOOH,4,4,0,0,120.104,578034.6821,-5.799468053,-2.247048816,-4.837716622,-1.585821414,1,0,1,0,0,1,0,0,0,0,0,0,0,0
M2PEBOOH,6,2,0,0,118.176,35.58718861,-3.145632637,-0.500388921,-3.193888437,-0.746790525,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C5CODBCO3H,6,4,0,0,144.126,2061855.67,-4.179160409,-1.762599096,-5.189901484,-1.803775055,0,0,0,1,0,0,1,0,0,0,0,0,0,0
MSIA,1,2,0,1,80.108,10000000,1.417659922,2.4597278,-2.082868373,-0.099023875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBUTOLBO,4,2,0,0,89.114,4347.826087,-2.03951578,0.229744241,-2.434771755,-0.30065057,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBCKOOH,14,6,1,0,301.339,18450184.5,-10.41399416,-6.343942803,-8.814929493,-3.803909553,0,0,0,1,0,1,0,0,1,0,0,0,1,0
PCATECHOL,9,2,0,0,152.193,8849557.522,-6.878112588,-3.822433287,-4.435599283,-1.431984899,0,2,0,0,0,0,0,0,0,0,0,0,0,0
LIMBO,10,2,0,0,169.244,2044.989775,-4.717351632,-1.946500885,-4.882605765,-1.681879039,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HO4CO7C9,9,2,0,0,158.241,100806.4516,-5.098907813,-2.145123798,-4.452523624,-1.44890924,1,0,0,1,0,0,0,0,0,0,0,0,0,0
TM123OLO2,9,6,0,0,217.197,2136752137,-7.595958909,-4.688521762,-8.154712973,-3.398395545,2,0,0,0,0,0,0,0,1,0,0,1,0,0
HEX2ONCOOH,6,3,0,0,132.159,13157.89474,-4.082094048,-1.450483827,-4.119455894,-1.241146333,0,0,0,1,0,1,0,0,0,0,0,0,0,0
BUT2OLOH,4,2,0,0,90.122,4347.826087,-4.222933109,-1.145375439,-2.439656638,-0.305535454,2,0,0,0,0,0,0,0,0,0,0,0,0,0
DETLMUPAN,11,7,1,0,273.241,361010.8303,-8.634683834,-5.121158412,-8.433402239,-3.589073765,0,0,0,1,0,0,0,1,1,1,0,0,1,0
CL2OHCH2OH,4,2,0,0,130.958,61728.39506,-3.37376086,-0.575466186,-2.601957851,-0.467836666,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NOPINAOH,9,2,0,0,154.209,518134.715,-5.165338404,-3.019641505,-4.441314326,-1.437699942,1,0,0,1,0,0,0,0,0,0,0,0,0,0
IPBENZOLOH,9,5,0,0,202.206,7518796.992,-9.074202103,-5.564416516,-7.068596046,-2.831039088,3,0,0,0,0,0,0,0,0,0,0,1,0,0
MC7CO2O,8,3,0,0,155.173,96153.84615,-3.918670271,-1.601510424,-4.80210258,-1.622423143,0,0,1,1,0,0,0,0,0,0,0,0,0,0
EPXMDLPAN,5,7,1,0,191.095,84745.76271,-6.362120438,-3.22777375,-6.289966808,-2.423185257,0,0,1,0,0,0,0,1,1,1,0,0,1,0
LIMALAOH,10,3,0,0,184.235,29154.51895,-6.951259849,-3.546539357,-5.576746674,-2.052841296,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C87PAN,9,8,1,0,261.186,6369426752,-9.627738294,-5.662690222,-8.460225221,-3.593073037,0,0,2,1,0,0,0,1,1,0,0,0,1,0
MC4CONO3O2,5,6,1,0,178.12,45871559.63,-4.813244177,-2.160220697,-5.515737746,-2.014621916,0,0,0,1,0,0,0,0,2,0,0,0,1,0
H2M4C65O2,7,3,0,0,147.194,729927.0073,-4.018448287,-1.124344564,-4.458549258,-1.436518869,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C62CPAN,7,8,1,0,235.148,11547344.11,-9.259264114,-5.53509662,-7.759422107,-3.214422152,1,0,0,2,0,0,0,1,1,0,0,0,1,0
ME3BU2OLO2,5,3,0,0,119.14,1290322.581,-3.169276039,-0.554435311,-3.821066746,-1.067326708,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SBUACETBO2,6,4,0,0,147.15,26315.78947,-2.592587915,-0.443247266,-5.198919417,-1.812792988,0,0,0,0,0,0,0,1,1,0,0,0,0,0
M3PEAO,6,1,0,0,101.169,56.81818182,-0.705270699,1.034954668,-2.471978036,-0.346655751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HC3CCO3,4,4,0,0,117.08,3521.126761,-3.329834436,-0.924244232,-4.826641864,-1.574746656,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NBCKO2,14,6,1,0,300.331,18450184.5,-8.678806357,-5.30782414,-8.813474313,-3.802454373,0,0,0,1,0,0,0,0,2,0,0,0,1,0
CO1C6NO3,6,4,1,0,161.157,1760.56338,-4.915785092,-1.93730496,-4.343563325,-1.397422745,0,0,1,0,0,0,0,0,1,0,0,0,1,0
NDNT124LO2,9,12,3,0,352.188,4.76E+16,-12.52620357,-8.094787601,-8.449451562,-3.651430088,1,0,0,0,0,0,0,0,2,0,0,1,1,2
LIMALAO2,10,4,0,0,199.226,6944444.444,-5.473016654,-2.670644602,-6.410676595,-2.493441267,0,0,1,1,0,0,0,0,1,0,0,0,0,0
IPBENZOLO2,9,6,0,0,217.197,2976190476,-7.595958909,-4.688521762,-8.154712973,-3.398395545,2,0,0,0,0,0,0,0,1,0,0,1,0,0
C5CO23O,5,3,0,0,115.108,24509.80392,-2.153607398,-0.580280518,-3.806114659,-1.05237462,0,0,0,2,0,0,0,0,0,0,0,0,0,0
C5CONO3OOH,5,6,1,0,179.128,6493506.494,-6.54843198,-3.196339361,-5.518188537,-2.017072707,0,0,0,1,0,1,0,0,1,0,0,0,1,0
HOIPRCO2H,4,3,0,0,104.105,28328611.9,-5.551651108,-2.131371335,-3.564773596,-0.908244074,1,0,0,0,1,0,0,0,0,0,0,0,0,0
ETBEBNO3,6,4,1,0,163.173,138.6962552,-4.30136889,-1.495080418,-4.348962449,-1.402821869,0,0,0,0,0,0,0,0,2,0,0,0,1,0
M2CO5C6,7,1,0,0,114.188,6.493506494,-2.066318235,-0.200094865,-2.944829617,-0.612860791,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IBUTOLBNO3,4,4,1,0,135.119,58823.52941,-4.930439836,-1.801065919,-3.595950573,-0.979772951,1,0,0,0,0,0,0,0,1,0,0,0,1,0
MACO3,4,3,0,0,101.081,869.5652174,-1.146417107,0.450875448,-3.551971537,-0.895442016,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MEBFUOH,7,4,0,0,160.169,729.9270073,-6.700978094,-3.27072223,-5.457219433,-1.96219273,2,0,0,0,0,0,0,1,0,0,0,0,0,0
METLBIPNO3,9,6,1,0,231.204,3745318.352,-7.598291501,-4.844987316,-6.959849494,-2.804379036,1,0,0,0,0,0,0,0,1,0,0,1,1,0
ACBUONBOH,6,4,0,0,146.142,5780.346821,-5.007292521,-2.269236927,-5.195934197,-1.809807768,1,0,0,1,0,0,0,1,0,0,0,0,0,0
C57NO3PAN,5,10,2,0,256.123,1009081736,-11.61151043,-6.470927394,-7.125849397,-2.910615726,2,0,0,0,0,0,0,1,2,0,0,0,2,0
MEBFUO2,7,5,0,0,175.16,173611111.1,-5.222734899,-2.394827475,-6.57372742,-2.548830833,1,0,0,0,0,0,0,1,1,0,0,0,0,0
NOPINOO,9,2,0,0,154.209,NaN,-2.981921075,-1.644521825,-4.441314326,-1.437699942,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NMXYOLOOH,8,8,1,0,249.175,53763440860,-9.614067314,-6.095376278,-8.109738617,-3.404864199,1,0,0,0,0,1,0,0,1,0,0,1,1,0
H2M3C4O2,5,3,0,0,119.14,1290322.581,-3.169276039,-0.554435311,-3.821066746,-1.067326708,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NC3CO3,4,6,1,0,162.077,323624.5955,-4.037341163,-1.579934712,-5.15903554,-1.813151434,0,0,0,0,0,0,0,1,1,0,0,0,1,0
HM2C43O,5,2,0,0,103.141,3267.973856,-2.464101904,-0.055210386,-2.797976203,-0.516486323,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C23O3EHO,6,4,0,0,144.126,5319.148936,-2.823875192,-0.894117247,-5.189901484,-1.803775055,0,0,0,1,0,0,0,1,0,0,0,0,0,0
CO25C73OOH,7,4,0,0,160.169,25974025.97,-5.443141584,-2.68553336,-5.457219433,-1.96219273,0,0,0,2,0,1,0,0,0,0,0,0,0,0
NEBFUONE,6,6,1,0,189.123,757575.7576,-5.736942779,-3.216433309,-5.865978499,-2.205452478,0,0,0,1,0,0,0,1,1,0,0,0,1,0
HM22C3OH,5,2,0,0,104.149,3267.973856,-4.647519233,-1.430330066,-2.802199969,-0.52071009,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CLCOCLO,4,2,0,0,127.934,27.39726027,0.993073798,2.174773174,-2.591811796,-0.457690611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7DDCO2,7,5,0,0,175.16,91743119.27,-6.274500035,-3.015888939,-6.57372742,-2.548830833,1,0,1,1,0,0,0,0,1,0,0,0,0,0
INB1NBPAN,5,12,3,0,301.12,13698630137,-12.31901715,-7.126617874,-7.165991399,-2.965581683,1,0,0,0,0,0,0,1,3,0,0,0,3,0
C619OH,6,3,0,0,128.127,328947.3684,-4.783754382,-2.531860727,-4.105999808,-1.227690246,1,0,0,2,0,0,0,0,0,0,0,0,0,0
PECO2,5,2,0,0,103.141,47.16981132,-0.985858709,0.820684369,-2.797976203,-0.516486323,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CO24C63OOH,6,4,0,0,146.142,34482758.62,-5.01855546,-2.400578733,-5.195934197,-1.809807768,0,0,0,2,0,1,0,0,0,0,0,0,0,0
C527NO3,5,7,1,0,195.127,6.90E+11,-9.114978234,-4.562813602,-6.299034851,-2.4322533,1,0,1,0,0,1,0,0,1,0,0,0,1,0
HC3CO3H,4,4,0,0,118.088,23866348.45,-4.576944077,-1.617714617,-4.830364918,-1.57846971,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HO2C54CO3,6,4,0,0,147.15,6329113.924,-4.07083111,-1.319142021,-5.198919417,-1.812792988,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TBUTCHO,5,1,0,0,86.134,6.289308176,-1.600274911,0.378459827,-1.991100433,-0.067864855,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MTBEBPAN,5,6,1,0,179.128,58.13953488,-5.058925847,-2.1891028,-5.518188537,-2.017072707,0,0,0,0,0,0,0,1,2,0,0,0,1,0
MVKOOH,4,3,0,0,102.089,58479.53216,-3.341097375,-1.055586039,-3.556280957,-0.899751436,0,0,0,1,0,1,0,0,0,0,0,0,0,0
COHCCLOOH,3,3,0,0,112.512,8547008.547,-3.630705469,-0.735690095,-3.484257995,-0.883900481,1,0,0,0,0,1,0,0,0,0,0,0,0,0
MVKOOA,4,2,0,0,86.09,NaN,-0.900735437,0.47975755,-2.419778525,-0.28565734,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DMEOBPROH,10,4,0,0,198.218,4464285.714,-5.675956574,-3.188101694,-6.408473669,-2.491238341,1,0,0,1,0,0,0,0,0,0,0,0,0,0
C81O2,8,4,0,0,175.204,204081632.7,-5.379495823,-2.359394097,-5.755436501,-2.132938562,1,0,0,1,0,0,0,0,1,0,0,0,0,0
CLCOCH2O,3,2,0,0,93.489,9.615384615,0.993073798,2.174773174,-2.215219665,-0.199284235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PXYOLO,8,5,0,0,187.171,8474576.271,-6.46619865,-3.90434221,-6.800951557,-2.678493697,2,0,0,0,0,0,0,0,0,0,0,1,0,0
C1213O,12,6,0,0,259.278,6.99E+13,-10.82126293,-6.311198159,-8.952724819,-3.841850126,1,0,0,2,1,0,0,0,0,0,0,0,0,0
M3PEAOH,6,1,0,0,102.177,56.81818182,-2.888688029,-0.340165012,-2.476283726,-0.350961441,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NOPINBCO,9,2,0,0,152.193,49751.24378,-3.918382487,-2.594616731,-4.435599283,-1.431984899,0,0,0,2,0,0,0,0,0,0,0,0,0,0
PECOH,5,1,0,0,88.15,75.18796992,-2.464101904,-0.055210386,-2.001148134,-0.077912556,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EOX2EOLAO2,4,4,0,0,121.112,194174757.3,-3.449864049,-0.768705611,-4.841346327,-1.589451118,1,0,0,0,0,0,0,0,2,0,0,0,0,0
CH3OCH2NO3,2,4,1,0,107.065,431.0344828,-2.603024393,-0.355261912,-2.865348339,-0.558705617,0,0,0,0,0,0,0,0,2,0,0,0,1,0
C7DDCOH,7,4,0,0,160.169,384.6153846,-7.75274323,-3.891783693,-5.457219433,-1.96219273,2,0,1,1,0,0,0,0,0,0,0,0,0,0
HM22C3O2,5,3,0,0,119.14,1290322.581,-3.169276039,-0.554435311,-3.821066746,-1.067326708,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C812O,8,4,0,0,173.188,132625.9947,-7.272139136,-3.562695743,-5.750410281,-2.127912342,1,0,0,0,1,0,0,0,0,0,0,0,0,0
C2CL3OHOOH,5,3,0,0,181.402,68965517.24,-3.630705469,-0.735690095,-4.003651221,-1.249911183,1,0,0,0,0,1,0,0,0,0,0,0,0,0
PROPOLNO3,3,4,1,0,121.092,78125,-4.505853712,-1.516111293,-3.226163888,-0.768401584,1,0,0,0,0,0,0,0,1,0,0,0,1,0
NPRACAOOH,5,4,0,0,134.131,34965.03497,-3.903189594,-1.194411303,-4.987566091,-1.685578654,0,0,0,0,0,1,0,1,0,0,0,0,0,0
BUTDBOH,4,2,0,0,88.106,5813.953488,-4.331108684,-1.320386904,-2.429831302,-0.295710117,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAOH,15,2,0,0,238.371,1124.859393,-9.045843113,-5.0378996,-7.119100804,-2.891847013,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BCAOO,15,3,0,0,252.354,NaN,-6.912916672,-3.887698711,-7.654269344,-3.17605147,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C1013CO,10,3,0,0,184.235,4672.897196,-4.54436322,-2.325441655,-5.576746674,-2.052841296,0,0,0,1,0,0,0,1,0,0,0,0,0,0
HO5C5CHO,6,2,0,0,116.16,30.39513678,-4.208278365,-1.28161448,-3.186415754,-0.739317843,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CLCOCCL2O,5,2,0,0,162.379,77.51937984,0.993073798,2.174773174,-2.995074727,-0.713584848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM123BCO3,9,3,0,0,165.168,2994.011976,-3.829183413,-1.295544545,-5.171085061,-1.823310409,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OXYQONE,8,2,0,0,136.15,333333.3333,-3.665860452,-2.076673229,-3.995776796,-1.184632014,0,0,0,2,0,0,0,0,0,0,0,0,0,0
BCAO2,15,3,0,0,253.362,444444.4444,-7.567599918,-4.162004845,-7.656000629,-3.177782756,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BCLKAO,14,4,0,0,253.318,49019607.84,-7.316616384,-4.377827527,-7.91171409,-3.307727518,0,0,1,2,0,0,0,0,0,0,0,0,0,0
MMALNAPAN,5,10,2,0,254.107,12468827.93,-10.74768343,-6.037257182,-7.122417446,-2.907183774,1,0,1,0,0,0,0,1,2,0,0,0,2,0
C144O,14,4,0,0,255.334,2183406114,-8.563572301,-4.8028523,-7.915156688,-3.311170116,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C511O2,5,4,0,0,131.107,25188916.88,-3.241910457,-1.070860005,-4.977662808,-1.675675371,0,0,1,1,0,0,0,0,1,0,0,0,0,0
DNOXYOLO2,8,10,2,0,293.164,4.65E+15,-11.39411072,-7.154142495,-8.111500345,-3.440476013,2,0,0,0,0,0,0,0,1,0,0,1,0,2
NORPINIC,8,4,0,0,172.18,134952766.5,-8.600857136,-4.548691638,-5.747875187,-2.125377249,0,0,0,0,2,0,0,0,0,0,0,0,0,0
C6OTKETCO,6,5,0,0,158.109,1769911.504,-2.578193523,-0.865235145,-6.376224833,-2.426568652,0,0,0,2,0,0,0,0,0,0,0,0,0,0
C522PAN,6,6,1,0,189.123,8403.361345,-6.206103748,-3.091293433,-5.865978499,-2.205452478,0,0,1,0,0,0,0,1,1,0,0,0,1,0
MALANHY,4,3,0,0,98.057,254.4529262,-1.168560638,0.159369545,-3.53878061,-0.882251088,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C6DICARB,6,2,0,0,112.128,49751.24378,-3.069498022,-1.031601171,-3.171073226,-0.723975315,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C131CO3,14,5,0,0,269.317,374531835.2,-7.179169129,-4.415355067,-8.701422919,-3.722222662,0,0,0,2,0,0,0,1,0,0,0,0,0,0
TBUTOLO,4,2,0,0,89.114,4347.826087,-2.03951578,0.229744241,-2.434771755,-0.30065057,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHENO3O,2,4,1,0,106.057,103842.1599,-1.897850258,0.143963014,-2.861240155,-0.554597434,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MO2EOL,3,2,0,0,76.095,23866.34845,-2.32010379,0.015473941,-2.125815272,-0.109879842,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NDNMETOLO,9,11,3,0,336.189,1.21E+14,-11.82102944,-7.595562675,-7.68610765,-3.253486598,1,0,0,0,0,0,0,0,1,0,0,1,1,2
IPBFUOH,7,4,0,0,160.169,729.9270073,-6.700978094,-3.27072223,-5.457219433,-1.96219273,2,0,0,0,0,0,0,1,0,0,0,0,0,0
SC4H9NO3,4,3,1,0,119.12,2.155172414,-2.747022507,-0.425946239,-2.812533121,-0.554642579,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ACECOCOCH3,5,4,0,0,130.099,7042.253521,-2.399289068,-0.60916262,-4.974310887,-1.67232345,0,0,0,1,0,0,0,1,0,0,0,0,0,0
C9DC,9,2,0,0,152.193,49751.24378,-3.918382487,-2.594616731,-4.435599283,-1.431984899,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CL2OHCO3H,4,4,0,0,160.94,37313.43284,-3.619596253,-0.872793899,-4.964823148,-1.712927939,1,0,0,0,0,0,1,0,0,0,0,0,0,0
C57AO,5,4,0,0,133.123,30211.48036,-5.967109569,-2.371779534,-4.984290024,-1.682302587,2,0,1,0,0,0,0,0,0,0,0,0,0,0
IPBFUO2,7,5,0,0,175.16,173611111.1,-5.222734899,-2.394827475,-6.57372742,-2.548830833,1,0,0,0,0,0,0,1,1,0,0,0,0,0
NTMB1FUO,6,6,1,0,190.131,56179775.28,-4.800481367,-2.266338403,-5.868287083,-2.207761063,0,0,0,0,0,0,0,1,1,0,0,0,1,0
PXYFUO,5,4,0,0,131.107,1287.001287,-3.668388516,-1.325693297,-4.977662808,-1.675675371,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C627OOH,6,4,0,0,146.142,34482758.62,-5.01855546,-2.400578733,-5.195934197,-1.809807768,0,0,0,2,0,1,0,0,0,0,0,0,0,0
T124CAT1O,9,2,0,0,151.185,12755102.04,-4.76257646,-2.069500412,-4.432713309,-1.429098925,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C4COMOHCO3,6,6,0,0,175.116,1300390117,-5.943753933,-3.219331833,-7.651684979,-3.096714382,1,0,0,2,0,0,0,1,0,0,0,0,0,0
C72NO3,7,5,1,0,191.183,65789473.68,-7.140659621,-3.606024705,-5.477166756,-2.01012873,1,0,0,1,0,0,0,0,1,0,0,0,1,0
NEBNZOLO2,8,8,1,0,248.167,53763440860,-7.878879511,-5.059257615,-8.107978181,-3.403103762,1,0,0,0,0,0,0,0,2,0,0,1,1,0
C123CO,12,3,0,0,214.305,26455.02646,-7.309127598,-3.950082584,-6.394791454,-2.500946496,1,0,0,2,0,0,0,0,0,0,0,0,0,0
CH3BR,1,0,0,0,94.939,0.11778563,1.417659922,2.4597278,0.116696197,0.982766671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETOC2O,4,2,0,0,89.114,17985.61151,-0.561272585,1.105638995,-2.434771755,-0.30065057,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VGLYOX,4,2,0,0,84.074,7042.253521,-2.220325774,-0.461691918,-2.409487528,-0.275366343,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HEX2ONBNO3,6,4,1,0,161.157,3205.128205,-4.532656167,-1.945950398,-4.343563325,-1.397422745,0,0,0,1,0,0,0,0,1,0,0,0,1,0
CRESO,7,5,0,0,173.144,13280212.48,-6.041612525,-3.619387583,-6.56869993,-2.543803343,2,0,0,0,0,0,0,0,0,0,0,1,0,0
C5COCHOO2,5,4,0,0,131.107,25188916.88,-3.241910457,-1.070860005,-4.977662808,-1.675675371,0,0,1,1,0,0,0,0,1,0,0,0,0,0
HO2C43CO3H,5,4,0,0,134.131,8403361.345,-4.893354627,-1.727657779,-4.987566091,-1.685578654,1,0,0,0,0,0,1,0,0,0,0,0,0,0
IBUTOLBO2H,4,3,0,0,106.121,1715265.866,-4.479877717,-1.305599348,-3.573103341,-0.91657382,1,0,0,0,0,1,0,0,0,0,0,0,0,0
C1H4C5PAN,6,7,1,0,207.138,107874865.2,-8.281345502,-4.291401648,-6.642740083,-2.619717904,1,0,1,0,0,0,0,1,1,0,0,0,1,0
BZEMUCO,6,5,0,0,159.117,137741046.8,-6.21664709,-2.819510356,-6.378984823,-2.429328642,1,0,2,0,0,0,0,0,0,1,0,0,0,0
HO2C4OH,4,2,0,0,90.122,4347.826087,-4.222933109,-1.145375439,-2.439656638,-0.305535454,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C42NO33OOH,4,5,1,0,151.118,23255.81395,-5.187384444,-1.961289828,-4.383128126,-1.4037996,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C531O2,5,5,0,0,145.09,2257336.343,-3.212638778,-1.283399011,-6.244896631,-2.341463729,0,0,0,1,0,0,0,1,1,0,0,0,0,0
PETLMUCO,9,5,0,0,201.198,107066381.2,-7.107276538,-3.683019674,-7.066425667,-2.828868709,1,0,1,1,0,0,0,0,0,1,0,0,0,0
CCLOHCO3,3,4,0,0,125.487,13123.35958,-2.372486612,-0.179323515,-4.853800744,-1.603359532,1,0,0,0,0,0,0,1,0,0,0,0,0,0
M2BU2OLNO3,5,4,1,0,149.146,44444.44444,-5.355025961,-2.086020546,-3.970923539,-1.191466776,1,0,0,0,0,0,0,0,1,0,0,0,1,0
NEBNZOLOH,8,7,1,0,233.176,135869565.2,-9.357122706,-5.93515237,-7.349264665,-3.004136474,2,0,0,0,0,0,0,0,1,0,0,1,1,0
ETOLOH,9,1,0,0,136.194,3134.796238,-4.830457661,-1.691687217,-3.878617126,-1.125147516,1,0,0,0,0,0,0,0,0,0,0,0,0,0
