Species Name,C,O,N,S,MolWeight,Henry,"log10VpSIMPOL, 298K","log10VpSIMPOL, 400K",log10Vp_MC298K,log10Vp_MC400K,alkyl OH,aromatic OH,aldehyde,ketone,acid,ROOH,per acid,ester,alkyl ether,alicyclic ether,aromatic ether,peroxide,nitrate,nitro
TM123B,9,0,0,0,120.195,0.138121547,-2.647040332,-0.316567537,-3.570545552,-0.941866726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1312OOH,13,5,0,0,258.314,1.08E+12,-10.66538016,-5.936746825,-8.349095984,-3.534223805,1,0,1,1,0,1,0,0,0,0,0,0,0,0
PHAN,2,6,1,0,137.047,54.64480874,-5.263410669,-2.210133675,-4.493003684,-1.438779928,1,0,0,0,0,0,0,1,1,0,0,0,1,0
COO2C4OOH,4,4,0,0,120.104,46296.2963,-3.478603469,-0.909456676,-4.837716622,-1.585821414,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C916NO3,9,6,1,0,231.204,2840909091,-8.445595213,-4.683713213,-6.959849494,-2.804379036,0,0,2,1,0,0,0,0,1,0,0,0,1,0
EBENZOLOH,8,5,0,0,188.179,10010010.01,-8.649615979,-5.27946189,-6.803284153,-2.680826293,3,0,0,0,0,0,0,0,0,0,0,1,0,0
EBENZOLO2,8,6,0,0,203.17,3952569170,-7.171372784,-4.403567136,-7.944704445,-3.277389833,2,0,0,0,0,0,0,0,1,0,0,1,0,0
IBUTALCO2,4,3,0,0,103.097,12755.10204,-1.880862921,0.164189527,-3.560548036,-0.904018514,0,0,1,0,0,0,0,0,1,0,0,0,0,0
MC5CO2OHO,6,4,0,0,145.134,510.2040816,-5.144739776,-2.231709386,-5.192928315,-1.806801887,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C928NO3,9,5,1,0,217.221,3584229.391,-6.742875952,-3.750909184,-6.219650245,-2.414806346,0,0,0,2,0,0,0,0,1,0,0,0,1,0
IPBZMUCO,9,5,0,0,201.198,107066381.2,-7.107276538,-3.683019674,-7.066425667,-2.828868709,1,0,1,1,0,0,0,0,0,1,0,0,0,0
HO3C116OOH,11,3,0,0,204.31,235849.0566,-7.451980588,-3.300281733,-5.992720203,-2.286370481,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HO5C6OOH,6,3,0,0,134.175,970873.7864,-5.329049966,-1.875508601,-4.126030754,-1.247721193,1,0,0,0,0,1,0,0,0,0,0,0,0,0
DNEBNZLO2,8,10,2,0,293.164,5.49E+15,-11.39411072,-7.154142495,-8.111500345,-3.440476013,2,0,0,0,0,0,0,0,1,0,0,1,0,2
C3H7CHO,4,1,0,0,72.107,8.333333333,-1.175688787,0.663414453,-1.517736578,0.210708029,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INANCO3H,5,10,2,0,256.123,1.16E+12,-10.67520274,-5.789278098,-7.125849397,-2.910615726,1,0,0,0,0,0,1,0,2,0,0,0,2,0
CO2HOC61O2,6,4,0,0,147.15,359712230.2,-4.530323575,-1.789484844,-5.198919417,-1.812792988,1,0,0,1,0,0,0,0,1,0,0,0,0,0
EBENZOLOOH,8,6,0,0,204.178,3952569170,-8.906560587,-5.439685799,-7.94685381,-3.279539198,2,0,0,0,0,1,0,0,0,0,0,1,0,0
NBPINAO2,10,5,1,0,230.24,21881.83807,-6.066143979,-3.50941663,-6.593081594,-2.617054841,0,0,0,0,0,0,0,0,2,0,0,0,1,0
C71OOH,7,4,0,0,162.185,271002710,-6.690097502,-3.110558134,-5.462651654,-1.967624951,1,0,0,1,0,1,0,0,0,0,0,0,0,0
M3PECO,6,1,0,0,101.169,56.81818182,-0.705270699,1.034954668,-2.471978036,-0.346655751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INANCOCO3,5,10,2,0,253.099,1.11E+11,-8.181137181,-4.67078294,-7.120691246,-2.905457575,0,0,0,1,0,0,0,1,2,0,0,0,2,0
C919O2,9,5,0,0,201.198,82644628099,-6.259845291,-3.152127979,-7.066425667,-2.828868709,0,0,2,1,0,0,0,0,1,0,0,0,0,0
NEOP,5,0,0,0,72.151,0.000775194,-0.280684575,1.319909294,-1.556501505,0.190873145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME3BUOLNO3,5,4,1,0,149.146,44444.44444,-5.355025961,-2.086020546,-3.970923539,-1.191466776,1,0,0,0,0,0,0,0,1,0,0,0,1,0
HM23C4OOH,6,3,0,0,134.175,970873.7864,-5.329049966,-1.875508601,-4.126030754,-1.247721193,1,0,0,0,0,1,0,0,0,0,0,0,0,0
DNPETOLO2,9,10,2,0,307.191,3.51E+15,-11.81869684,-7.439097122,-8.452942638,-3.62401497,2,0,0,0,0,0,0,0,1,0,0,1,0,2
NC6PAN1,7,11,2,0,294.128,9.62E+11,-11.28636118,-7.132236567,-8.545392743,-3.661729112,0,0,1,2,0,0,0,1,2,0,0,0,2,0
INANPAN,5,12,3,0,301.12,13698630137,-12.31901715,-7.126617874,-7.165991399,-2.965581683,1,0,0,0,0,0,0,1,3,0,0,0,3,0
C823PAN,9,7,1,0,247.203,237529.6912,-9.672407114,-5.36582342,-7.709525387,-3.199734905,0,0,0,0,1,0,0,1,1,0,0,0,1,0
C830NO3,8,4,1,0,187.195,2267.573696,-5.787100871,-2.798720115,-5.100461728,-1.814144161,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ISOPDNO3,5,4,1,0,147.13,50505.05051,-5.463201536,-2.26103201,-3.965013163,-1.1855564,1,0,0,0,0,0,0,0,1,0,0,0,1,0
NMBOAO,5,5,1,0,164.137,1213592.233,-5.355025961,-2.086020546,-4.742440642,-1.604088821,1,0,0,0,0,0,0,0,1,0,0,0,1,0
MTBEACHOHO,5,3,0,0,118.132,48780.4878,-3.646244985,-1.034187394,-3.817376707,-1.063636669,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C624PAN,7,6,1,0,205.166,64102.5641,-7.494516866,-3.809918272,-6.232085696,-2.40893528,1,0,0,0,0,0,0,1,1,0,0,0,1,0
C8CO2DBAL,8,3,0,0,154.165,9433962.264,-4.855131683,-2.55160533,-4.799272211,-1.619592773,0,0,1,2,0,0,0,0,0,0,0,0,0,0
TLFUOOH,5,5,0,0,148.114,305810397.6,-6.108750453,-2.861036885,-6.253855261,-2.350422359,1,0,0,0,0,1,0,1,0,0,0,0,0,0
C9DCOOH,9,4,0,0,184.191,537634408.6,-6.358744424,-4.12996032,-6.065466018,-2.301211488,0,0,0,2,0,1,0,0,0,0,0,0,0,0
INB1NBCO3H,5,10,2,0,256.123,1.16E+12,-10.67520274,-5.789278098,-7.125849397,-2.910615726,1,0,0,0,0,0,1,0,2,0,0,0,2,0
HO3C4O,4,2,0,0,89.114,4347.826087,-2.03951578,0.229744241,-2.434771755,-0.30065057,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PET1OHNO2,9,3,1,0,181.191,88.49557522,-6.873945428,-3.444788092,-4.744720772,-1.626356127,0,1,0,0,0,0,0,0,0,0,0,0,0,1
IPRBQO2,9,5,0,0,199.182,724637681.2,-6.870862465,-4.060960997,-7.062052097,-2.824495138,1,0,0,2,0,0,0,0,1,0,0,0,0,0
MMALNACO3,5,8,1,0,208.102,1057082452,-7.856759378,-4.006447022,-7.075225789,-2.84054643,1,0,1,0,0,0,0,1,1,0,0,0,1,0
MXYBPER2OH,8,4,0,0,172.18,366300.3663,-6.46619865,-3.90434221,-5.747875187,-2.125377249,2,0,0,0,0,0,0,0,0,0,0,1,0,0
C827CO2H,9,4,0,0,186.207,1724137931,-7.364087224,-4.081214599,-6.070193615,-2.305939086,0,0,0,2,1,0,0,0,0,0,0,0,0,0
HC4ACHO,5,2,0,0,100.117,311526.4798,-3.891867816,-1.171671318,-2.785052692,-0.503562813,1,0,1,0,0,0,0,0,0,0,0,0,0,0
IC4H10,4,0,0,0,58.124,0.001031992,0.143901549,1.604863921,-1.014514645,0.512533962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE1ENEAO2,5,3,0,0,119.14,1290322.581,-3.169276039,-0.554435311,-3.821066746,-1.067326708,1,0,0,0,0,0,0,0,1,0,0,0,0,0
EMPONO2OOH,9,8,1,0,263.202,4.41E+12,-11.44251568,-7.099928105,-8.463564512,-3.596412328,2,0,0,0,0,1,0,0,0,0,0,1,0,1
CO36C8,8,2,0,0,142.198,12820.51282,-3.427365771,-1.435144398,-4.014652639,-1.203507856,0,0,0,2,0,0,0,0,0,0,0,0,0,0
A2PANO,3,4,0,0,105.069,240963.8554,-3.798346985,-0.860420813,-4.776676607,-1.526235394,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TM123BPOOH,9,5,0,0,202.206,108813928.2,-7.147729382,-4.349520745,-7.068596046,-2.831039088,1,0,0,0,0,1,0,0,0,0,0,1,0,0
TM124OLOOH,9,6,0,0,218.205,2136752137,-9.331146712,-5.724640425,-8.156723848,-3.400406421,2,0,0,0,0,1,0,0,0,0,0,1,0,0
HVMK,4,2,0,0,86.09,131926.1214,-3.084152767,-0.89536213,-2.419778525,-0.28565734,1,0,0,1,0,0,0,0,0,0,0,0,0,0
H3M3C5OOH,6,3,0,0,134.175,970873.7864,-5.329049966,-1.875508601,-4.126030754,-1.247721193,1,0,0,0,0,1,0,0,0,0,0,0,0,0
EBZMUCCO2H,8,4,0,0,170.164,214132762.3,-6.799993652,-3.617622939,-5.74276017,-2.120262231,0,0,0,1,1,0,0,0,0,1,0,0,0,0
NOPINAO,9,2,0,0,153.201,518134.715,-2.981921075,-1.644521825,-4.438466205,-1.434851821,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NLIMALO,10,6,1,0,246.239,40650406504,-7.550591001,-4.027218372,-7.330540989,-3.006258792,0,0,1,1,0,0,0,0,1,0,0,0,1,0
TISOPA,5,1,0,0,85.126,72.46376812,-2.572277479,-0.23022185,-1.985988044,-0.062752466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TISOPC,5,1,0,0,85.126,72.46376812,-2.572277479,-0.23022185,-1.985988044,-0.062752466,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MXYQOOH,8,5,0,0,186.163,961538461.5,-8.181464144,-4.812125034,-6.798606366,-2.676148505,1,0,0,2,0,1,0,0,0,0,0,0,0,0
HMVKAO2,4,4,0,0,119.096,1052631.579,-3.681151326,-1.219575591,-4.834056326,-1.582161118,1,0,0,1,0,0,0,0,1,0,0,0,0,0
NC4H10,4,0,0,0,58.124,0.001031992,0.143901549,1.604863921,-1.014514645,0.512533962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEAO,5,1,0,0,87.142,75.18796992,-0.280684575,1.319909294,-1.99615334,-0.072917762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HO36C11,11,2,0,0,188.311,598.8023952,-7.19503598,-3.140057825,-5.337119456,-1.935709049,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HO36C10,10,2,0,0,174.284,793.6507937,-6.770449855,-2.855103198,-4.895350003,-1.694623277,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C826CO3OH,8,3,0,0,156.181,175131.3485,-5.718958676,-2.985275542,-4.804914622,-1.625235185,1,0,0,2,0,0,0,0,0,0,0,0,0,0
MALDALCO3H,4,4,0,0,116.072,2358490.566,-3.713117084,-1.184044405,-4.822886618,-1.57099141,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CO234C6,6,3,0,0,128.127,961538.4615,-3.514654934,-1.815330051,-4.105999808,-1.227690246,0,0,0,3,0,0,0,0,0,0,0,0,0,0
C1213OH,12,6,0,0,260.286,6.99E+13,-13.00468026,-7.686317839,-8.95440996,-3.843535267,2,0,0,2,1,0,0,0,0,0,0,0,0,0
OXYQO2,8,5,0,0,185.155,813008130.1,-6.446276341,-3.77600637,-6.796248441,-2.673790581,1,0,0,2,0,0,0,0,1,0,0,0,0,0
DNCRESO,7,9,2,0,263.138,1.85E+13,-10.26435046,-6.369962943,-7.00365522,-2.854273107,2,0,0,0,0,0,0,0,0,0,0,1,0,2
NC623OOH,6,7,1,0,209.154,5.21E+11,-9.539564358,-4.847768229,-6.646946479,-2.623924301,1,0,1,0,0,1,0,0,1,0,0,0,1,0
IC7DCPAN,7,6,1,0,203.15,21598.27214,-6.247560948,-3.384893498,-6.227797131,-2.404646715,0,0,0,1,0,0,0,1,1,0,0,0,1,0
MC6OTKETO2,7,6,0,0,189.143,2444987775,-3.707953781,-1.649414697,-7.773710962,-3.175195591,0,0,0,2,0,0,0,0,1,0,0,0,0,0
C7MJPCO3H,9,6,0,0,216.189,14792899408,-8.572797522,-4.942677562,-8.152692743,-3.396375315,1,0,0,2,0,0,1,0,0,0,0,0,0,0
DMPHOHNO2,8,3,1,0,167.164,117.370892,-6.449359303,-3.159833465,-4.353649632,-1.410364427,0,1,0,0,0,0,0,0,0,0,0,0,0,1
C1213O2,12,7,0,0,275.277,2.77E+16,-11.52643706,-6.810423085,-9.978729077,-4.376164932,1,0,0,2,1,0,0,0,1,0,0,0,0,0
OXYQOH,8,4,0,0,170.164,3424.657534,-7.924519535,-4.651901125,-5.74276017,-2.120262231,2,0,0,2,0,0,0,0,0,0,0,0,0,0
C826CO3O2,8,4,0,0,171.172,41666666.67,-4.240715481,-2.109380788,-5.745325209,-2.12282727,0,0,0,2,0,0,0,0,1,0,0,0,0,0
C133CO,13,5,0,0,256.298,7.41E+13,-9.606636545,-6.135227023,-8.345693257,-3.530821078,1,0,0,4,0,0,0,0,0,0,0,0,0,0
C151OOH,15,6,0,0,302.367,8.06E+13,-13.62106536,-8.042816623,-9.918650684,-4.365669908,1,0,0,1,1,1,0,0,0,0,0,0,0,0
ACCOCOETO2,6,6,0,0,175.116,8064516.129,-2.346906245,-0.414365164,-7.651684979,-3.096714382,0,0,0,1,0,0,0,0,1,0,0,0,0,0
C510O,5,6,1,0,178.12,409836.0656,-6.674616297,-3.027470013,-5.515737746,-2.014621916,1,0,1,0,0,0,0,0,1,0,0,0,1,0
C3COCPAN,6,6,1,0,191.139,7194.244604,-5.714799249,-2.924927407,-5.87058346,-2.21005744,0,0,0,1,0,0,0,1,1,0,0,0,1,0
PBFUONE,7,2,0,0,126.155,8.849557522,-2.442319011,-0.695494334,-3.583808063,-0.958942561,0,0,0,0,0,0,0,1,0,0,0,0,0,0
H134M3C5,6,3,0,0,134.175,67567.56757,-7.255522687,-3.090404372,-4.126030754,-1.247721193,3,0,0,0,0,0,0,0,0,0,0,0,0,0
C95O2,9,5,0,0,201.198,4901960784,-5.493587442,-3.169418856,-7.066425667,-2.828868709,0,0,0,3,0,0,0,0,1,0,0,0,0,0
VINCL,3,0,0,0,62.499,0.022522523,0.884898223,1.999761709,-0.597932219,0.708790344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C47CO3,5,8,1,0,208.102,1057082452,-7.856759378,-4.006447022,-7.075225789,-2.84054643,1,0,1,0,0,0,0,1,1,0,0,0,1,0
C623NO3,6,6,1,0,193.155,1317523057,-9.28261975,-4.68754432,-5.875140105,-2.214614085,2,0,1,0,0,0,0,0,1,0,0,0,1,0
LMKOOA,9,4,0,0,186.207,NaN,-5.171542232,-2.661548492,-6.070193615,-2.305939086,0,0,1,2,0,0,0,0,0,0,0,0,0,0
LMKOOB,9,4,0,0,186.207,NaN,-5.171542232,-2.661548492,-6.070193615,-2.305939086,0,0,1,2,0,0,0,0,0,0,0,0,0,0
HEX1ENE,6,0,0,0,84.162,0.002785515,-0.813446275,0.859943203,-2.071475198,-0.103774503,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPRACBOOH,5,4,0,0,134.131,34965.03497,-3.903189594,-1.194411303,-4.987566091,-1.685578654,0,0,0,0,0,1,0,1,0,0,0,0,0,0
BUTALAOOH,4,3,0,0,104.105,12755.10204,-3.616050724,-0.871929136,-3.564773596,-0.908244074,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BCLKCO,14,4,0,0,253.318,49019607.84,-7.316616384,-4.377827527,-7.91171409,-3.307727518,0,0,1,2,0,0,0,0,0,0,0,0,0,0
NOAOOA,3,5,1,0,135.075,NaN,-3.258897794,-1.091086519,-4.021784127,-1.19615909,0,0,0,1,0,0,0,0,1,0,0,0,1,0
H1MC5O,6,2,0,0,117.168,2463.054187,-2.888688029,-0.340165012,-3.190168167,-0.743070256,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CATECOOA,6,5,0,0,158.109,NaN,-7.945892507,-4.037299412,-6.376224833,-2.426568652,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CHOOMPAN,3,7,1,0,165.057,369.00369,-4.686722545,-2.09894563,-5.620188098,-2.051450665,0,0,0,0,0,0,0,2,1,0,0,0,1,0
C7BDCO,7,4,0,0,159.161,699.3006993,-5.186196976,-2.525309451,-5.454477628,-1.959450925,1,0,0,2,0,0,0,0,0,0,0,0,0,0
C818OOH,8,5,0,0,190.195,5.35E+11,-8.051145038,-4.345607667,-6.807912092,-2.685454232,1,0,0,2,0,1,0,0,0,0,0,0,0,0
HO2M2C4O,5,2,0,0,103.141,3267.973856,-2.464101904,-0.055210386,-2.797976203,-0.516486323,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PC3ODBCO2H,7,3,0,0,142.154,2164502.165,-6.069758064,-2.727576466,-4.443418235,-1.421387846,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MBOOO,4,3,0,0,104.105,NaN,-3.359106116,-0.711705227,-3.564773596,-0.908244074,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C6COOHCO3H,7,6,0,0,188.135,14347202296,-8.106754198,-4.364122871,-7.771390287,-3.172874916,1,0,1,1,0,0,1,0,0,0,0,0,0,0
C6O132OH,6,3,0,0,130.143,80000,-5.144739776,-2.231709386,-4.112779964,-1.234470403,1,0,1,1,0,0,0,0,0,0,0,0,0,0
IPROC21NO3,5,4,1,0,149.146,184.1620626,-3.876782766,-1.210125791,-3.970923539,-1.191466776,0,0,0,0,0,0,0,0,2,0,0,0,1,0
NPETLQOOH,9,7,1,0,245.187,42016806723,-9.313556995,-5.75277014,-7.70596909,-3.196178608,0,0,0,2,0,1,0,0,1,0,0,0,1,0
C57O2,5,5,0,0,149.122,7194244604,-6.672283704,-2.871004459,-6.25680087,-2.353367968,2,0,1,0,0,0,0,0,1,0,0,0,0,0
HOHOC4DIAL,4,4,0,0,118.088,495.049505,-6.862113781,-3.028274375,-4.830364918,-1.57846971,2,0,2,0,0,0,0,0,0,0,0,0,0,0
TLEMUCOOH,7,6,0,0,190.151,4.48E+13,-8.698466227,-4.64845401,-7.776019303,-3.177503931,1,0,1,1,0,1,0,0,0,1,0,0,0,0
C4DBMECO3H,8,5,0,0,186.163,181818181.8,-6.347922993,-3.273957817,-6.798606366,-2.676148505,0,0,1,1,0,0,1,0,0,0,0,0,0,0
H2M2C65OOH,7,3,0,0,148.202,729927.0073,-5.75363609,-2.160463227,-4.461513215,-1.439482826,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NC61CO3,7,9,1,0,248.123,8.20E+13,-8.395437121,-5.101426407,-8.524138674,-3.614604666,0,0,1,2,0,0,0,1,1,0,0,0,1,0
DNOXYOLOOH,8,10,2,0,294.172,4.65E+15,-13.12929852,-8.190261158,-8.112991039,-3.441966708,2,0,0,0,0,1,0,0,0,0,0,1,0,2
OCCOHCO,3,3,0,0,89.07,1945.525292,-2.934519992,-0.426750601,-3.382790603,-0.782433089,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HO2C3CO3H,4,4,0,0,120.104,11185682.33,-4.468768502,-1.442703152,-4.837716622,-1.585821414,1,0,0,0,0,0,1,0,0,0,0,0,0,0
LMLKBOOH,9,5,0,0,202.206,21231422505,-7.611904169,-4.196892081,-7.068596046,-2.831039088,0,0,1,2,0,1,0,0,0,0,0,0,0,0
C57OH,5,4,0,0,134.131,30211.48036,-8.150526899,-3.746899214,-4.987566091,-1.685578654,3,0,1,0,0,0,0,0,0,0,0,0,0,0
MNNCATECO,7,10,2,0,279.137,4.95E+11,-11.04390555,-7.025485423,-7.774422145,-3.258665952,2,0,0,0,0,0,0,0,1,0,0,1,1,1
DMPHGLYOX,10,2,0,0,162.188,15360.9831,-5.327678204,-2.493066538,-4.864111202,-1.663384477,0,0,1,1,0,0,0,0,0,0,0,0,0,0
HO3C5NO3,5,4,1,0,149.146,44444.44444,-5.355025961,-2.086020546,-3.970923539,-1.191466776,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C6CO243OH,6,3,0,0,130.143,144927.5362,-4.761610852,-2.240354825,-4.112779964,-1.234470403,1,0,0,2,0,0,0,0,0,0,0,0,0,0
MO2EOLBNO3,3,5,1,0,137.091,8849557.522,-5.211027846,-2.015336218,-4.028218095,-1.202593058,1,0,0,0,0,0,0,0,2,0,0,0,1,0
NBCALOH,15,6,1,0,315.366,22371364653,-11.87908248,-7.118617087,-9.188034735,-4.003278434,1,0,1,1,0,0,0,0,1,0,0,0,1,0
PXY1O2,8,2,0,0,137.158,325.732899,-2.927628342,-0.530837836,-3.998980294,-1.187835512,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C7DCOH,7,4,0,0,160.169,384.6153846,-7.75274323,-3.891783693,-5.457219433,-1.96219273,2,0,1,1,0,0,0,0,0,0,0,0,0,0
IPBZBPROOH,9,5,0,0,202.206,108813928.2,-7.147729382,-4.349520745,-7.068596046,-2.831039088,1,0,0,0,0,1,0,0,0,0,0,1,0,0
C4NO3PAN,5,8,2,0,224.125,1349.527665,-7.244675769,-3.720688034,-5.561439838,-2.086912373,0,0,0,0,0,0,0,1,2,0,0,0,2,0
C4DBM2CO3H,7,5,0,0,172.136,240963855.4,-5.923336869,-2.98900319,-6.566164191,-2.541267604,0,0,1,1,0,0,1,0,0,0,0,0,0,0
PNNCATECO2,9,11,2,0,323.19,1.11E+14,-12.59825193,-8.094619602,-9.214982065,-4.022209119,2,0,0,0,0,0,0,0,2,0,0,1,1,1
IPROPOLPAN,3,6,1,0,151.074,41.15226337,-5.687996793,-2.495088301,-4.824123879,-1.627900209,1,0,0,0,0,0,0,1,1,0,0,0,1,0
HYETHO2H,2,3,0,0,78.067,3021148.036,-3.630705469,-0.735690095,-3.344826641,-0.734979521,1,0,0,0,0,1,0,0,0,0,0,0,0,0
C7DCO2,7,5,0,0,175.16,91743119.27,-6.274500035,-3.015888939,-6.57372742,-2.548830833,1,0,1,1,0,0,0,0,1,0,0,0,0,0
NAPINBOOH,10,5,1,0,231.248,21881.83807,-7.801331782,-4.545535293,-6.594978803,-2.61895205,0,0,0,0,0,1,0,0,1,0,0,0,1,0
EOX2EOL,4,2,0,0,90.122,17985.61151,-2.744689914,-0.269480685,-2.439656638,-0.305535454,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NBCALO2,15,7,1,0,330.357,8849557522,-10.40083929,-6.242722332,-9.905526755,-4.377903904,0,0,1,1,0,0,0,0,2,0,0,0,1,0
A2PANOO,3,5,0,0,121.068,95238.09524,-4.980490066,-1.839397821,-6.243838519,-2.302275099,2,0,0,0,0,0,0,1,0,0,0,0,0,0
ACCOETOOH,5,5,0,0,148.114,228310.5023,-3.903189594,-1.194411303,-6.253855261,-2.350422359,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C717OOH,7,5,0,0,174.152,33670033670,-6.76273192,-3.626982828,-6.57122095,-2.546324363,0,0,1,2,0,1,0,0,0,0,0,0,0,0
MXYLNO3,8,3,1,0,167.164,56.49717514,-5.113378264,-2.06242307,-4.353649632,-1.410364427,0,0,0,0,0,0,0,0,1,0,0,0,1,0
HMACR,4,2,0,0,86.09,487804.878,-3.467281691,-0.886716692,-2.419778525,-0.28565734,1,0,1,0,0,0,0,0,0,0,0,0,0,0
HM23C4O2,6,3,0,0,133.167,970873.7864,-3.593862163,-0.839389938,-4.122755767,-1.244446205,1,0,0,0,0,0,0,0,1,0,0,0,0,0
C5PAN18,5,8,2,0,222.109,2439.02439,-7.352851344,-3.895699498,-5.557515692,-2.082988227,0,0,0,0,0,0,0,1,2,0,0,0,2,0
CHOC3DIOL,4,3,0,0,104.105,6250000,-5.542523445,-2.086824907,-3.564773596,-0.908244074,2,0,1,0,0,0,0,0,0,0,0,0,0,0
DE35TO,11,1,0,0,163.24,2141.327623,-3.49621258,-0.88647679,-4.82751907,-1.646164909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCATECOOA,7,5,0,0,172.136,NaN,-8.370478631,-4.322254039,-6.566164191,-2.541267604,0,0,0,0,2,0,0,0,0,0,0,0,0,0
C826OH,8,4,0,0,174.196,2898550725,-8.560458279,-4.168092881,-5.752930662,-2.130432723,2,0,2,0,0,0,0,0,0,0,0,0,0,0
C7DDCOOH,7,5,0,0,176.168,91743119.27,-8.009687838,-4.052007602,-6.576219508,-2.551322921,1,0,1,1,0,1,0,0,0,0,0,0,0,0
BCLKCCO,14,4,0,0,252.31,2551020408,-8.253077795,-5.327922433,-7.909982503,-3.305995931,0,0,1,3,0,0,0,0,0,0,0,0,0,0
CO3C4CO2H,5,3,0,0,116.116,2044989.775,-4.729281315,-1.991301187,-3.809901217,-1.056161179,0,0,0,1,1,0,0,0,0,0,0,0,0,0
COO2C4CO3H,5,5,0,0,148.114,228310.5023,-3.892080379,-1.331515107,-6.253855261,-2.350422359,0,0,0,0,0,0,1,1,0,0,0,0,0,0
PEBQCO,8,4,0,0,170.164,51020408.16,-7.038549012,-3.92672501,-5.74276017,-2.120262231,1,0,1,2,0,0,0,0,0,0,0,0,0,0
NMETLQO,9,6,1,0,228.18,176678445.2,-6.873195058,-4.217426551,-6.954131726,-2.798661269,0,0,0,2,0,0,0,0,1,0,0,0,1,0
C6H5C2H4O2,8,2,0,0,137.158,1367.989056,-2.927628342,-0.530837836,-3.998980294,-1.187835512,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C116O,11,3,0,0,197.254,186915887.9,-5.106396599,-2.572868741,-5.977456398,-2.271106676,0,0,1,1,0,0,0,0,0,0,0,0,0,0
C6COALCO2H,6,4,0,0,144.126,2217294900,-6.473457776,-3.217705282,-5.189901484,-1.803775055,0,0,1,1,1,0,0,0,0,0,0,0,0,0
HM22CO3H,5,4,0,0,134.131,8403361.345,-4.893354627,-1.727657779,-4.987566091,-1.685578654,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CO3C5CO2H,6,3,0,0,130.143,1540832.049,-5.15386744,-2.276255814,-4.112779964,-1.234470403,0,0,0,1,1,0,0,0,0,0,0,0,0,0
H2M3C4CO3,6,4,0,0,147.15,6329113.924,-4.07083111,-1.319142021,-5.198919417,-1.812792988,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C23O3MCHO,6,4,0,0,144.126,165562.9139,-2.961322447,-0.856589706,-5.189901484,-1.803775055,0,0,1,1,0,0,0,0,0,0,0,0,0,0
NDNOETLOOH,9,12,3,0,353.196,4.76E+16,-14.26139137,-9.130906264,-8.450692784,-3.652671311,1,0,0,0,0,1,0,0,1,0,0,1,1,2
C616OH,6,4,0,0,144.126,114810562.6,-6.464330112,-3.173158854,-5.189901484,-1.803775055,1,0,2,1,0,0,0,0,0,0,0,0,0,0
C826O2,8,5,0,0,189.187,1.15E+12,-7.082215084,-3.292198127,-6.805604287,-2.683146427,1,0,2,0,0,0,0,0,1,0,0,0,0,0
C6H5CH2PAN,8,5,1,0,197.146,105.374078,-6.295521345,-3.041400079,-5.832237505,-2.197173434,0,0,0,0,0,0,0,1,1,0,0,0,1,0
DE35TOOH,11,2,0,0,180.247,847.4576271,-5.936574518,-2.421820379,-5.318111811,-1.916701405,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NBUACBOH,6,3,0,0,132.159,66666.66667,-4.07083111,-1.319142021,-4.119455894,-1.241146333,1,0,0,0,0,0,0,1,0,0,0,0,0,0
